"Game Number","Game Step","Initial Deck","Move Type","Card Color/Rank/Position","Cards Involving","Current Player ID","Player 1","Player 2","Player 3","Player 4"
"1","11","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","W0","2","R2B2W3Y3","G4W2G1B4","R4B3B1W0","Y2B3G2R1"
"1","12","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","R1","3","R2B2W3Y3","G4W2G1B4","B1R4B3B1","Y2B3G2R1"
"1","13","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","Y","Y2","0","R2B2W3Y3","G4W2G1B4","B1R4B3B1","G2Y2B3G2"
"1","14","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","G1","1","R2B2W3Y3","G4W2G1B4","B1R4B3B1","G2Y2B3G2"
"1","15","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","W","W1W2","2","R2B2W3Y3","W1G4W2B4","B1R4B3B1","G2Y2B3G2"
"1","16","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","2","Y2","3","R2B2W3Y3","W1G4W2B4","B1R4B3B1","G2Y2B3G2"
"1","17","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","4","Y3","0","R2B2W3Y3","W1G4W2B4","B1R4B3B1","B2G2B3G2"
"1","18","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","1","W1","1","Y4R2B2W3","W1G4W2B4","B1R4B3B1","B2G2B3G2"
"1","19","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","4","B1","2","Y4R2B2W3","B0G4W2B4","B1R4B3B1","B2G2B3G2"
"1","20","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","R","R2","3","Y4R2B2W3","B0G4W2B4","R2B1R4B3","B2G2B3G2"
"1","21","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","2","R2","0","Y4R2B2W3","B0G4W2B4","R2B1R4B3","B2G2B3G2"
"1","22","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","W2","1","G3Y4B2W3","B0G4W2B4","R2B1R4B3","B2G2B3G2"
"1","23","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","G","G2G2","2","G3Y4B2W3","B0B0G4B4","R2B1R4B3","B2G2B3G2"
"1","24","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","2","G2","3","G3Y4B2W3","B0B0G4B4","R2B1R4B3","B2G2B3G2"
"1","25","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_RANK","1","B1","0","G3Y4B2W3","B0B0G4B4","R2B1R4B3","W1B2B3G2"
"1","26","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","1","B0","1","G3Y4B2W3","B0B0G4B4","R2B1R4B3","W1B2B3G2"
"1","27","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","2","B1","2","G3Y4B2W3","W0B0G4B4","R2B1R4B3","W1B2B3G2"
"1","28","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","Bomb","4","G2","3","G3Y4B2W3","W0B0G4B4","R3R2R4B3","W1B2B3G2"
"1","29","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","G","G4","0","G3Y4B2W3","W0B0G4B4","R3R2R4B3","W4W1B2B3"
"1","30","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","2","B0","1","G3Y4B2W3","W0B0G4B4","R3R2R4B3","W4W1B2B3"
"1","31","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","G","G4","2","G3Y4B2W3","R1W0G4B4","R3R2R4B3","W4W1B2B3"
"1","32","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","4","B3","3","G3Y4B2W3","R1W0G4B4","R3R2R4B3","W4W1B2B3"
"1","33","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","1","G3","0","G3Y4B2W3","R1W0G4B4","R3R2R4B3","Y0W4W1B2"
"1","34","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","R","R3R2R4","1","G3Y4B2W3","R1W0G4B4","R3R2R4B3","Y0W4W1B2"
"1","35","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","1","R3","2","G3Y4B2W3","R1W0G4B4","R3R2R4B3","Y0W4W1B2"
"1","36","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","4","B2","3","G3Y4B2W3","R1W0G4B4","Y3R2R4B3","Y0W4W1B2"
"1","37","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_RANK","2","R2","0","G3Y4B2W3","R1W0G4B4","Y3R2R4B3","W0Y0W4W1"
"1","38","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","G4","1","G3Y4B2W3","R1W0G4B4","Y3R2R4B3","W0Y0W4W1"
"1","39","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","R4","2","G3Y4B2W3","Y0R1W0B4","Y3R2R4B3","W0Y0W4W1"
"1","40","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","B","B2","3","G3Y4B2W3","Y0R1W0B4","G1Y3R2B3","W0Y0W4W1"
"1","41","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","B2","0","G3Y4B2W3","Y0R1W0B4","G1Y3R2B3","W0Y0W4W1"
"1","42","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","3","W0","1","R0G3Y4W3","Y0R1W0B4","G1Y3R2B3","W0Y0W4W1"
"1","43","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","B3","2","R0G3Y4W3","W3Y0R1B4","G1Y3R2B3","W0Y0W4W1"
"1","44","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_RANK","3","G3W3","3","R0G3Y4W3","W3Y0R1B4","G0G1Y3R2","W0Y0W4W1"
"1","45","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","W3","0","R0G3Y4W3","W3Y0R1B4","G0G1Y3R2","W0Y0W4W1"
"1","46","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","G","G0G1","1","B0R0G3Y4","W3Y0R1B4","G0G1Y3R2","W0Y0W4W1"
"1","47","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","3","Y3","2","B0R0G3Y4","W3Y0R1B4","G0G1Y3R2","W0Y0W4W1"
"1","48","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","DISCARD","4","W1","3","B0R0G3Y4","W3Y0R1B4","W2G0G1R2","W0Y0W4W1"
"1","49","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_RANK","4","W4","0","B0R0G3Y4","W3Y0R1B4","W2G0G1R2","R3W0Y0W4"
"1","50","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","B4","1","B0R0G3Y4","W3Y0R1B4","W2G0G1R2","R3W0Y0W4"
"1","51","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","REVEAL_COLOR","G","G3","2","B0R0G3Y4","R0W3Y0R1","W2G0G1R2","R3W0Y0W4"
"1","52","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","W4","3","B0R0G3Y4","R0W3Y0R1","W2G0G1R2","R3W0Y0W4"
"1","53","Y2Y3G0W3B4G1Y1W2W0Y0B1B3R1G2R0B3Y2B2R4R2G4B1G2W1B2Y4B0R2G3B0W1W0R3W4R1Y0G3Y3W0Y0G1R0W3G0B0W2R3R0Y1G0","PLAY","4","Y4","0","B0R0G3Y4","R0W3Y0R1","W2G0G1R2","Y1R3W0Y0"
"2","1","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","B","B1","0","G2Y1R1R1","B0B4B1B2","Y3Y1W1W1","W0Y4B1R3"
"2","2","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","1","B0","1","G2Y1R1R1","B0B4B1B2","Y3Y1W1W1","W0Y4B1R3"
"2","3","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","R","R0","2","G2Y1R1R1","R0B4B1B2","Y3Y1W1W1","W0Y4B1R3"
"2","4","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","3","B1","3","G2Y1R1R1","R0B4B1B2","Y3Y1W1W1","W0Y4B1R3"
"2","5","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_RANK","2","B2","0","G2Y1R1R1","R0B4B1B2","Y3Y1W1W1","R2W0Y4R3"
"2","6","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","1","R0","1","G2Y1R1R1","R0B4B1B2","Y3Y1W1W1","R2W0Y4R3"
"2","7","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","W","W0","2","G2Y1R1R1","W3B4B1B2","Y3Y1W1W1","R2W0Y4R3"
"2","8","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","2","W0","3","G2Y1R1R1","W3B4B1B2","Y3Y1W1W1","R2W0Y4R3"
"2","9","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","W","W1W1","0","G2Y1R1R1","W3B4B1B2","Y3Y1W1W1","W4R2Y4R3"
"2","10","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","4","B2","1","G2Y1R1R1","W3B4B1B2","Y3Y1W1W1","W4R2Y4R3"
"2","11","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","3","W1","2","G2Y1R1R1","G2W3B4B1","Y3Y1W1W1","W4R2Y4R3"
"2","12","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","R","R1R1","3","G2Y1R1R1","G2W3B4B1","G3Y3Y1W1","W4R2Y4R3"
"2","13","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","3","R1","0","G2Y1R1R1","G2W3B4B1","G3Y3Y1W1","W4R2Y4R3"
"2","14","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","R","R2R3","1","G4G2Y1R1","G2W3B4B1","G3Y3Y1W1","W4R2Y4R3"
"2","15","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_RANK","1","Y1R1","2","G4G2Y1R1","G2W3B4B1","G3Y3Y1W1","W4R2Y4R3"
"2","16","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","2","R2","3","G4G2Y1R1","G2W3B4B1","G3Y3Y1W1","W4R2Y4R3"
"2","17","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","DISCARD","4","R1","0","G4G2Y1R1","G2W3B4B1","G3Y3Y1W1","B3W4Y4R3"
"2","18","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_RANK","1","Y1W1","1","Y0G4G2Y1","G2W3B4B1","G3Y3Y1W1","B3W4Y4R3"
"2","19","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","DISCARD","4","W1","2","Y0G4G2Y1","G2W3B4B1","G3Y3Y1W1","B3W4Y4R3"
"2","20","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","Y","Y0Y1","3","Y0G4G2Y1","G2W3B4B1","B0G3Y3Y1","B3W4Y4R3"
"2","21","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","1","Y0","0","Y0G4G2Y1","G2W3B4B1","B0G3Y3Y1","B3W4Y4R3"
"2","22","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","DISCARD","4","B1","1","G1G4G2Y1","G2W3B4B1","B0G3Y3Y1","B3W4Y4R3"
"2","23","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","DISCARD","4","Y1","2","G1G4G2Y1","Y2G2W3B4","B0G3Y3Y1","B3W4Y4R3"
"2","24","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","4","R3","3","G1G4G2Y1","Y2G2W3B4","B3B0G3Y3","B3W4Y4R3"
"2","25","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_RANK","4","B4","0","G1G4G2Y1","Y2G2W3B4","B3B0G3Y3","G0B3W4Y4"
"2","26","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","REVEAL_COLOR","G","G1G4G2","1","G1G4G2Y1","Y2G2W3B4","B3B0G3Y3","G0B3W4Y4"
"2","27","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","DISCARD","4","Y3","2","G1G4G2Y1","Y2G2W3B4","B3B0G3Y3","G0B3W4Y4"
"2","28","R1R1Y1G2B2B1B4B0W1W1Y1Y3R3B1Y4W0R0R2W3W4G2G3G4B3Y0B0G1Y2B3G0Y2W2W0B0G0R3Y0W3G0W0G1B2R0Y3R0Y0W2R4G3R2","PLAY","1","G0","3","G1G4G2Y1","Y2G2W3B4","Y2B3B0G3","G0B3W4Y4"
