"Game Number","Game Step","Initial Deck","Move Type","Card Color/Rank/Position","Cards Involving","Current Player ID","Player 1","Player 2","Player 3"
"1","11","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","1","R1","1","W1G0R3W3R2","Y0G2B1W3Y1","B3R1Y4W2W4"
"1","12","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","R1","2","W1G0R3W3R2","Y0G2B1W3Y1","B3R1Y4W2W4"
"1","13","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","R2","0","W1G0R3W3R2","Y0G2B1W3Y1","R4B3Y4W2W4"
"1","14","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","4","R4Y4W4","1","G1W1G0R3W3","Y0G2B1W3Y1","R4B3Y4W2W4"
"1","15","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","2","G2","2","G1W1G0R3W3","Y0G2B1W3Y1","R4B3Y4W2W4"
"1","16","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","G1","0","G1W1G0R3W3","Y0G2B1W3Y1","R4B3Y4W2W4"
"1","17","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","G2","1","B2W1G0R3W3","Y0G2B1W3Y1","R4B3Y4W2W4"
"1","18","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","4","W2","2","B2W1G0R3W3","Y0Y0B1W3Y1","R4B3Y4W2W4"
"1","19","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","W3","0","B2W1G0R3W3","Y0Y0B1W3Y1","B1R4B3Y4W4"
"1","20","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","3","B1","1","W0B2W1G0R3","Y0Y0B1W3Y1","B1R4B3Y4W4"
"1","21","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","W","W0W1","2","W0B2W1G0R3","B0Y0Y0W3Y1","B1R4B3Y4W4"
"1","22","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","W0","0","W0B2W1G0R3","B0Y0Y0W3Y1","B1R4B3Y4W4"
"1","23","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","Y1","1","B2B2W1G0R3","B0Y0Y0W3Y1","B1R4B3Y4W4"
"1","24","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","B1","2","B2B2W1G0R3","W1B0Y0Y0W3","B1R4B3Y4W4"
"1","25","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","3","W1","0","B2B2W1G0R3","W1B0Y0Y0W3","W2R4B3Y4W4"
"1","26","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","W1","1","Y2B2B2G0R3","W1B0Y0Y0W3","W2R4B3Y4W4"
"1","27","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","2","Y2B2B2","2","Y2B2B2G0R3","Y3B0Y0Y0W3","W2R4B3Y4W4"
"1","28","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","W","W3","0","Y2B2B2G0R3","Y3B0Y0Y0W3","W2R4B3Y4W4"
"1","29","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","W","W2W4","1","Y2B2B2G0R3","Y3B0Y0Y0W3","W2R4B3Y4W4"
"1","30","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","W2","2","Y2B2B2G0R3","Y3B0Y0Y0W3","W2R4B3Y4W4"
"1","31","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","Y2","0","Y2B2B2G0R3","Y3B0Y0Y0W3","R0R4B3Y4W4"
"1","32","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","W3","1","G3B2B2G0R3","Y3B0Y0Y0W3","R0R4B3Y4W4"
"1","33","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","W4","2","G3B2B2G0R3","R2Y3B0Y0Y0","R0R4B3Y4W4"
"1","34","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","Y","Y3Y0Y0","0","G3B2B2G0R3","R2Y3B0Y0Y0","R1R0R4B3Y4"
"1","35","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","Y3","1","G3B2B2G0R3","R2Y3B0Y0Y0","R1R0R4B3Y4"
"1","36","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","Y4","2","G3B2B2G0R3","W0R2B0Y0Y0","R1R0R4B3Y4"
"1","37","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","B2","0","G3B2B2G0R3","W0R2B0Y0Y0","G2R1R0R4B3"
"1","38","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","B","B3","1","G4G3B2G0R3","W0R2B0Y0Y0","G2R1R0R4B3"
"1","39","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","B3","2","G4G3B2G0R3","W0R2B0Y0Y0","G2R1R0R4B3"
"1","40","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","W","W0","0","G4G3B2G0R3","W0R2B0Y0Y0","R3G2R1R0R4"
"1","41","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","R2","1","G4G3B2G0R3","W0R2B0Y0Y0","R3G2R1R0R4"
"1","42","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","3","G3R3","2","G4G3B2G0R3","G0W0B0Y0Y0","R3G2R1R0R4"
"1","43","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","2","G3","0","G4G3B2G0R3","G0W0B0Y0Y0","R3G2R1R0R4"
"1","44","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","Bomb","3","B0","1","Y2G4B2G0R3","G0W0B0Y0Y0","R3G2R1R0R4"
"1","45","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","4","R0","2","Y2G4B2G0R3","G3G0W0Y0Y0","R3G2R1R0R4"
"1","46","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","R3","0","Y2G4B2G0R3","G3G0W0Y0Y0","B0R3G2R1R4"
"1","47","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","Y","Y3Y2","1","Y3Y2G4B2G0","G3G0W0Y0Y0","B0R3G2R1R4"
"1","48","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","5","R4","2","Y3Y2G4B2G0","G3G0W0Y0Y0","B0R3G2R1R4"
"1","49","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","3","G4","0","Y3Y2G4B2G0","G3G0W0Y0Y0","W0B0R3G2R1"
"1","50","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","Y0","1","G1Y3Y2B2G0","G3G0W0Y0Y0","W0B0R3G2R1"
"1","51","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_COLOR","G","G1G0","2","G1Y3Y2B2G0","B3G3G0W0Y0","W0B0R3G2R1"
"1","52","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","G0","0","G1Y3Y2B2G0","B3G3G0W0Y0","W0B0R3G2R1"
"1","53","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","1","Y1G1","1","Y1G1Y3Y2B2","B3G3G0W0Y0","W0B0R3G2R1"
"1","54","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","0","G0W0Y0","2","Y1G1Y3Y2B2","B3G3G0W0Y0","W0B0R3G2R1"
"1","55","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","B2","0","Y1G1Y3Y2B2","B3G3G0W0Y0","W0B0R3G2R1"
"1","56","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","REVEAL_RANK","4","B4","1","B4Y1G1Y3Y2","B3G3G0W0Y0","W0B0R3G2R1"
"1","57","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","DISCARD","5","R1","2","B4Y1G1Y3Y2","B3G3G0W0Y0","W0B0R3G2R1"
"1","58","R0R2W3R3R0Y1G0W3B1G2Y0W4W2Y4R1B0G0Y0B3W1R4G1B2Y0B1W0B0B2W1W2Y2Y3R0G3R2R1W0G2G4R3G0Y2G3B0Y3W0G1B3Y1B4","PLAY","1","B4","0","B4Y1G1Y3Y2","B3G3G0W0Y0","W0B0R3G2"
"2","1","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","0","Y0G0Y0","0","W0G0B0W2W0","Y1Y0G0Y0R2","Y1Y4W4B2R2"
"2","2","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","0","W0G0B0W0","1","W0G0B0W2W0","Y1Y0G0Y0R2","Y1Y4W4B2R2"
"2","3","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","DISCARD","5","R2","2","W0G0B0W2W0","Y1Y0G0Y0R2","Y1Y4W4B2R2"
"2","4","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","1","W0","0","W0G0B0W2W0","Y1Y0G0Y0R2","W2Y1Y4W4B2"
"2","5","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","2","Y0","1","W0G0B0W2W0","Y1Y0G0Y0R2","W2Y1Y4W4B2"
"2","6","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_COLOR","Y","Y1Y0","2","W0G0B0W2W0","B3Y1G0Y0R2","W2Y1Y4W4B2"
"2","7","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","2","G0","0","W0G0B0W2W0","B3Y1G0Y0R2","W2Y1Y4W4B2"
"2","8","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","1","Y1","1","B4W0B0W2W0","B3Y1G0Y0R2","W2Y1Y4W4B2"
"2","9","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","2","Y1","2","B4W0B0W2W0","B3Y1G0Y0R2","W2Y1Y4W4B2"
"2","10","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","3","B0","0","B4W0B0W2W0","B3Y1G0Y0R2","G2W2Y4W4B2"
"2","11","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","Bomb","3","G0","1","B0B4W0W2W0","B3Y1G0Y0R2","G2W2Y4W4B2"
"2","12","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","DISCARD","5","B2","2","B0B4W0W2W0","B2B3Y1Y0R2","G2W2Y4W4B2"
"2","13","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","1","Y1","0","B0B4W0W2W0","B2B3Y1Y0R2","R0G2W2Y4W4"
"2","14","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","2","W2","1","B0B4W0W2W0","B2B3Y1Y0R2","R0G2W2Y4W4"
"2","15","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","1","R0","2","B0B4W0W2W0","B2B3Y1Y0R2","R0G2W2Y4W4"
"2","16","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","Bomb","4","W2","0","B0B4W0W2W0","B2B3Y1Y0R2","B1G2W2Y4W4"
"2","17","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_COLOR","B","B1","1","R3B0B4W0W0","B2B3Y1Y0R2","B1G2W2Y4W4"
"2","18","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","1","B1","2","R3B0B4W0W0","B2B3Y1Y0R2","B1G2W2Y4W4"
"2","19","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_COLOR","B","B2B3","0","R3B0B4W0W0","B2B3Y1Y0R2","W1G2W2Y4W4"
"2","20","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_RANK","1","W1","1","R3B0B4W0W0","B2B3Y1Y0R2","W1G2W2Y4W4"
"2","21","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","1","W1","2","R3B0B4W0W0","B2B3Y1Y0R2","W1G2W2Y4W4"
"2","22","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","DISCARD","5","W0","0","R3B0B4W0W0","B2B3Y1Y0R2","W1G2W2Y4W4"
"2","23","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","PLAY","1","B2","1","B0R3B0B4W0","B2B3Y1Y0R2","W1G2W2Y4W4"
"2","24","W0W2B0G0W0R2Y0G0Y0Y1R2B2W4Y4Y1W2W0B3B4G2B0B2R0B1R3W1W1B0R1Y2G3Y3G1R4R1R0G1Y2G0G4Y3B3Y0B1G2W3G3R3W3R0","REVEAL_COLOR","R","R1R2","2","B0R3B0B4W0","R1B3Y1Y0R2","W1G2W2Y4W4"
